key;joiningdate;surname;forename;group;newsletter
GI-104692; 1996-05-09; Rosen; Yongdong; FULL; true
GI-104925; 1994-04-21; Haraldson; Jovan; FULL; true
GI-104915; 1995-12-27; Molenkamp; Yurii; EMERITUS; false
GI-107405; 1985-02-21; Chimia; Uno; REDUCED; true
GI-102750; 1993-03-15; Azuma; Roded; EMERITUS; false
GI-106659; 1993-01-30; Munro; Shaibal; FULL; true
GI-102257; 1995-03-02; Denis; Marc; FULL; true
GI-102950; 1988-11-02; Ginesta; Lubomir; EMERITUS; true
GI-100825; 1988-12-04; Dulli; Katsuyuki; EMERITUS; false
GI-107927; 1995-10-22; Picco; Lucas; EMERITUS; false
GI-108184; 1995-12-11; Flowers; Tzu; FULL; true
GI-107967; 1995-11-15; Anily; Mabhin; REDUCED; true
GI-105567; 1989-01-06; Huttel; Sven; EMERITUS; true
GI-109342; 1986-04-10; Nastansky; Zdislav; FULL; true
GI-106226; 1988-08-05; Bach; Sachin; FULL; true
GI-100656; 1994-05-25; Barriga; Armond; FULL; true
GI-104214; 1985-04-26; Prochazka; Fumitaka; FULL; false
GI-101576; 1985-09-29; Wegerle; Flemming; FULL; true
GI-105127; 1989-08-22; Jumpertz; Matt; FULL; true
GI-107736; 1987-10-29; Pulkowski; Gregory; FULL; true
GI-100591; 1992-02-27; Cromarty; Takahito; FULL; true
GI-103782; 1990-03-10; Farris; Ramzi; REDUCED; false
GI-102645; 1989-11-27; Sidhu; Jungsoon; FULL; false
GI-106369; 1991-07-05; Thiria; Luciana; STUDENT; true
GI-100118; 1996-05-27; Dyc; Cheong; REDUCED; true
GI-106979; 1991-02-19; Tagansky; Qunsheng; FULL; false
GI-103597; 1988-01-27; Sundgren; Anoosh; EMERITUS; false
GI-109264; 1994-09-16; Tiemann; Gen; EMERITUS; true
GI-107916; 1987-08-15; Pesch; Owen; STUDENT; true
GI-100857; 1986-07-25; Smailagic; Mamdouh; REDUCED; false
GI-102343; 1986-01-01; Servieres; Sanjay; FULL; true
GI-100045; 1990-09-03; Skafidas; Xiaoqiang; EMERITUS; false
GI-108963; 1988-05-18; Domenig; Aamod; FULL; true
GI-102114; 1993-10-05; Baranowski; Huan; FULL; false
GI-109041; 1995-09-17; Kirkerud; Tze; EMERITUS; false
GI-100472; 1990-07-16; Peral; Hironoby; EMERITUS; true
GI-105225; 1987-11-14; Birjandi; Valeska; STUDENT; true
GI-100324; 1986-02-13; Denny; Kazuyasu; FULL; false
GI-109895; 1986-10-11; Antonov; Gregory; EMERITUS; false
GI-104112; 1985-10-26; Menhardt; Matt; REDUCED; false
GI-109484; 1993-04-11; Ferretti; Irena; REDUCED; false
GI-109746; 1987-07-29; Pelc; Temple; EMERITUS; true
GI-100383; 1986-09-30; Calkin; Koldo; FULL; false
GI-102164; 1990-05-27; Vandervoorde; Rimli; FULL; false
GI-107504; 1995-06-09; Serna; Kazuhisa; FULL; true
GI-107478; 1991-09-09; Hiroyama; Pranas; EMERITUS; true
GI-109695; 1995-07-23; DuCasse; Spyrose; FULL; true
GI-105145; 1992-04-15; Taubman; JoAnna; STUDENT; false
GI-101209; 1989-08-31; Krybus; Masoud; EMERITUS; true
GI-103570; 1985-03-25; Vakili; Maren; EMERITUS; false
GI-106500; 1991-10-22; Dietrichnava; Isamu; FULL; false
GI-105890; 1988-06-21; Casperson; Nishit; EMERITUS; true
GI-104537; 1985-02-18; Swift; Kensei; EMERITUS; true
GI-107742; 1988-12-01; Anily; Guenter; FULL; false
GI-104229; 1998-08-18; Pesch; Candido; REDUCED; true
GI-102543; 1985-04-09; Kowalchuk; Moon; STUDENT; true
GI-100664; 1989-03-05; Raczkowsky; Valdiodio; FULL; false
GI-102943; 1988-02-04; Kuzuoka; Xuejia; REDUCED; true
GI-100749; 1995-06-25; Mayerwieser; Makato; FULL; true
GI-109995; 1986-08-25; Erdmenger; Chenxi; STUDENT; false
GI-102554; 1990-01-31; Lortz; Dipankar; REDUCED; true
GI-109720; 1988-01-17; Oppitz; Rosita; FULL; false
GI-105891; 1990-11-23; Gadepally; Tomofumi; EMERITUS; false
GI-100854; 1989-05-10; Birge; Mona; EMERITUS; false
GI-104967; 1989-10-10; Larfeldt; Rosalie; REDUCED; false
GI-106323; 1998-06-04; Radwan; Jianhao; FULL; false
GI-107673; 1994-05-24; Mitchem; Dinkar; FULL; false
GI-101957; 1986-08-02; Luck; Bouchung; STUDENT; false
GI-108257; 1994-05-15; Deverell; Sampalli; FULL; true
GI-101283; 1991-12-07; Axelband; Flemming; REDUCED; true
GI-100796; 1989-09-12; Maliniak; Kyoichi; FULL; true
GI-108391; 1987-08-17; Granlund; Matt; EMERITUS; true
GI-107763; 1990-01-16; Stanger; Bikash; REDUCED; true
GI-104451; 1991-04-13; Gornas; Chrisa; FULL; false
GI-109840; 1987-07-23; Leivant; Lihong; FULL; false
GI-105190; 1989-06-24; Klerer; Amalendu; FULL; true
GI-106693; 1991-02-08; Ventus; Heping; REDUCED; false
GI-103503; 1996-05-14; Chachaty; Muneo; FULL; true
GI-107126; 1997-10-28; Pietrzykowski; Jiann; FULL; false
GI-109905; 1986-05-17; Rosis; Morris; FULL; true
GI-105584; 1986-05-08; Walston; Dinkar; REDUCED; true
GI-101822; 1986-04-25; Vilarrasa; Leni; STUDENT; true
GI-105260; 1986-01-20; Eiter; Raquel; REDUCED; true
GI-100767; 1990-01-07; Chenoweth; Beshir; FULL; true
GI-102947; 1990-11-11; Hanratty; Xiaocheng; STUDENT; false
GI-103353; 1991-07-01; Taubman; Arie; STUDENT; false
GI-105516; 1989-10-03; Hebert; Hitomi; FULL; true
GI-109955; 1988-05-25; Rotem; Sven; REDUCED; true
GI-105670; 1997-08-12; Clemencon; Yolla; REDUCED; false
GI-106561; 1988-05-13; Lemarechal; Masali; REDUCED; false
GI-105273; 1985-07-03; Budinsky; Florian; EMERITUS; false
GI-107435; 1998-03-18; Perin; Youjian; STUDENT; false
GI-104195; 1991-09-26; Emmerich; Yunming; EMERITUS; false
GI-108021; 1987-08-20; Serot; Visit; FULL; true
GI-105330; 1996-03-25; Schlenzig; Sumali; EMERITUS; false
GI-103761; 1992-01-06; Constantine; Angus; STUDENT; true
GI-108576; 1986-09-02; Rissanen; Kitty; EMERITUS; true
GI-107072; 1995-07-12; Danecki; Tetsurou; EMERITUS; false
GI-105618; 1985-09-29; Himler; Jiakeng; STUDENT; false
GI-107664; 1995-11-13; Worfolk; Surveyors; REDUCED; false
GI-106839; 1991-04-05; Nollmann; Ulises; EMERITUS; false
GI-102346; 1991-02-03; Schwartzbauer; Val; EMERITUS; true
GI-102612; 1987-07-06; Speckmann; Sangeeta; FULL; true
GI-104307; 1992-05-16; Gronowski; Marsha; FULL; true
GI-100273; 1992-07-20; Munos; Phule; REDUCED; true
GI-104038; 1997-05-19; Cyre; Taisook; EMERITUS; false
GI-105960; 1990-04-11; Hockney; Dipankar; REDUCED; false
GI-100139; 1993-08-25; Jakobus; Janche; STUDENT; false
GI-109865; 1985-11-16; Argence; Takahiro; REDUCED; true
GI-105422; 1985-10-07; Baca; Domenico; EMERITUS; false
GI-101831; 1989-06-28; Shobatake; Makato; EMERITUS; false
GI-102418; 1994-04-19; Takkinen; Anyuan; FULL; false
GI-100860; 1989-05-19; Baer; Mayumi; FULL; true
GI-103592; 1986-02-12; Hutter; Danae; REDUCED; false
GI-103114; 1993-04-03; Detkin; Neelam; EMERITUS; true
GI-108135; 1997-11-05; Setiz; Mads; REDUCED; false
GI-100539; 1991-12-24; Janetzko; Hilari; EMERITUS; true
GI-104059; 1996-07-12; Vural; Adly; REDUCED; false
GI-105242; 1990-06-26; Papsdorf; Licheng; EMERITUS; true
GI-101654; 1988-06-06; Griswold; Gad; FULL; false
GI-108264; 1991-02-15; Armand; Bouchung; STUDENT; false
GI-101756; 1989-09-19; Garrabrants; Aamer; REDUCED; false
GI-109042; 1996-07-28; Nitto; Prodip; FULL; false
GI-105252; 1987-02-14; Usery; Xiong; REDUCED; true
GI-108622; 1991-12-14; Baba; Wuxu; FULL; false
GI-105159; 1985-02-18; Hutton; Maren; STUDENT; false
GI-108715; 1990-09-16; Cusworth; Radhia; EMERITUS; true
GI-100655; 1998-04-24; Gulla; Kenroku; STUDENT; true
GI-105711; 1990-12-22; Remmers; Geoff; FULL; true
GI-106303; 1996-06-06; Blokdijk; Takahito; FULL; true
GI-103674; 1985-09-23; Plavsic; Tokuyasu; EMERITUS; true
GI-104803; 1991-03-11; Whitcomb; Taegyun; FULL; true
GI-103062; 1991-07-30; Vadhan; Isamu; FULL; true
GI-101894; 1991-04-20; Goldhammer; Barton; EMERITUS; false
GI-100663; 1991-05-28; Shobatake; Yoshimitsu; REDUCED; false
GI-106610; 1992-07-11; Cullers; Hausi; FULL; true
GI-104358; 1990-02-11; Chartres; Mayumi; EMERITUS; false
GI-104725; 1999-02-20; Percebois; Adhemar; FULL; true
GI-104637; 1985-08-15; Miyakawa; Mechthild; REDUCED; true
GI-109784; 1993-01-30; Denny; Chikara; FULL; false
GI-103362; 1986-05-21; Preusig; Sushant; FULL; true
GI-105757; 1988-09-01; McFarlan; Jaques; STUDENT; false
GI-108563; 1986-03-27; Mahnke; Otmar; STUDENT; false
GI-108275; 1986-11-16; Perng; Zhenbing; FULL; true
GI-104154; 1992-03-10; Montenegro; Gift; STUDENT; true
GI-101025; 1988-06-01; Polajnar; Dinkar; EMERITUS; false
GI-102763; 1985-09-22; Alameldin; Gennady; FULL; false
GI-100178; 1992-09-17; Maksimenko; Miquel; FULL; true
GI-107079; 1992-08-03; Facello; Billur; FULL; true
GI-103103; 1994-04-02; Ramsey; Uzi; EMERITUS; false
GI-103071; 1990-12-29; Danner; Zeydy; REDUCED; false
GI-106496; 1985-03-12; Lueh; Ayakannu; STUDENT; true
GI-105479; 1990-02-14; Nitta; Mahmut; REDUCED; false
GI-103978; 1988-02-22; Parascandalo; Somnath; EMERITUS; true
GI-108243; 1999-01-08; Servieres; Leon; STUDENT; true
GI-101825; 1988-06-14; Skafidas; Deniz; FULL; false
GI-100245; 1989-10-29; Ashish; Chenye; EMERITUS; false
GI-102597; 1990-02-27; Radhakrishnan; Kwun; EMERITUS; false
GI-104991; 1986-07-15; Feldhoffer; Lillian; EMERITUS; true
GI-108551; 1988-07-09; Landherr; Mircea; EMERITUS; false
GI-108843; 1991-09-05; Marwedel; Geraldo; EMERITUS; false
GI-106465; 1990-07-10; Sgarro; Saddek; EMERITUS; false
GI-101109; 1987-07-07; DiGiano; Hongzue; REDUCED; true
GI-105040; 1989-01-29; Bolsens; Taizo; FULL; true
GI-103413; 1993-04-29; Collavizza; Srinidhi; EMERITUS; true
GI-104025; 1990-09-16; Sadowsky; Parke; STUDENT; true
GI-107848; 1990-03-03; Lipner; Amalendu; STUDENT; true
GI-107558; 1994-06-27; Zschoche; Uinam; EMERITUS; true
GI-109368; 1988-06-09; Tsukune; Etsuo; STUDENT; true
GI-105922; 1988-04-26; Genin; Arnould; FULL; false
GI-109080; 1987-05-31; Kuszyk; LiMin; REDUCED; false
GI-103088; 1988-05-16; Bardell; Mayuko; REDUCED; true
GI-100056; 1993-06-03; Dulay; Nevin; FULL; false
GI-102651; 1986-06-29; Schaaf; Jingling; FULL; false
GI-104294; 1987-07-10; Ducloy; Shim; EMERITUS; true
GI-105051; 1986-10-05; Irland; Demin; FULL; true
GI-108282; 1995-07-09; Hagimont; Garnik; FULL; true
GI-102073; 1994-03-02; Nicolson; Denis; REDUCED; false
GI-107330; 1988-11-10; Peck; Fumino; FULL; true
GI-106875; 1987-07-28; Lieblein; Uwe; FULL; true
GI-108026; 1990-09-30; Ananiadou; Saeed; REDUCED; true
GI-103996; 1985-03-18; Luon; Kannan; FULL; true
GI-107152; 1986-12-28; Speckmann; Taegyun; STUDENT; true
GI-109181; 1988-03-01; Esposito; Fumiyo; EMERITUS; true
GI-107569; 1991-07-31; Showalter; Honglan; STUDENT; true
GI-104310; 1989-10-01; Valiente; Jaroslava; REDUCED; false
GI-108850; 1986-12-29; Millington; Akeel; FULL; false
GI-100189; 1987-10-11; Lorys; Luise; EMERITUS; true
GI-105058; 1986-04-01; Zirintsis; Guadalupe; FULL; false
GI-102976; 1986-09-02; Msuda; Josyula; EMERITUS; false
GI-102668; 1989-11-27; Beetstra; Yunming; FULL; false
GI-101532; 1990-10-05; Sewelson; Koldo; EMERITUS; true
GI-101022; 1994-12-25; Schrift; Naraig; FULL; false
GI-105751; 1991-03-09; Marchegay; Masami; STUDENT; false
GI-102233; 1989-02-01; Kambil; Angus; EMERITUS; false
GI-108141; 1990-12-29; Lamparter; Shichao; FULL; false
GI-104691; 1987-01-19; Veevers; Supot; FULL; false
GI-104027; 1993-09-09; Godskesen; Danel; FULL; false
GI-107382; 1989-08-03; Toyoshima; Kokou; FULL; false
GI-103256; 1986-07-17; Butner; Guiseppe; EMERITUS; false
GI-102987; 1991-01-23; Rindone; Nadjib; FULL; true
GI-108168; 1989-02-14; Nyanchama; Visit; STUDENT; true
GI-107700; 1994-02-10; Macedo; Goh; REDUCED; true
GI-101119; 1988-10-15; Kinley; Felicidad; FULL; false
GI-106919; 1991-11-25; Ibel; Elgin; REDUCED; true
GI-106877; 1991-02-26; Lueh; Frederique; EMERITUS; false
GI-106891; 1985-11-21; Shinomoto; Kensyu; EMERITUS; false
GI-108549; 1988-01-16; Naumovich; Rafols; EMERITUS; false
GI-103274; 1993-09-29; Schnabel; Morris; EMERITUS; true
GI-102248; 1990-06-21; Kilgore; Shounak; FULL; true
GI-102154; 1986-05-01; Birsak; Niteen; EMERITUS; false
GI-104668; 1992-09-25; Kanton; Tomofumi; STUDENT; false
GI-106628; 1988-09-05; Hagimont; Mingdong; FULL; false
GI-105307; 1990-08-23; Standera; Xiahua; EMERITUS; true
GI-106973; 1995-05-12; Apsitis; Gift; REDUCED; false
GI-103373; 1988-12-10; Tetzlaff; Teruyuki; STUDENT; false
GI-103672; 1988-09-23; Mitsuhashi; Tse; FULL; true
GI-109994; 1991-07-19; Gecsei; Shaibal; REDUCED; true
GI-100412; 1988-11-24; Velasco; Chenye; EMERITUS; true
GI-101066; 1996-09-25; Benzmuller; Stella; REDUCED; false
GI-109460; 1992-01-23; Erez; Lijia; REDUCED; true
GI-106574; 1992-11-12; Swick; Bokyung; EMERITUS; true
GI-108473; 1992-09-07; Naumovich; Mark; EMERITUS; false
GI-104495; 1986-11-17; Baaleh; Ottavia; REDUCED; true
GI-107253; 1990-07-05; Litzkow; Saniya; EMERITUS; false
GI-105263; 1986-01-26; Molenkamp; Wilmer; EMERITUS; false
GI-108121; 1986-12-02; Birch; Akemi; FULL; true
GI-107631; 1985-11-20; Syrotiuk; Djenana; EMERITUS; false
GI-108788; 1987-12-04; Avouris; Aram; FULL; true
GI-107378; 1990-03-30; Milicia; Breannda; EMERITUS; true
GI-103021; 1986-03-01; Xiaoshan; Surveyors; FULL; true
GI-103711; 1986-12-16; Basart; Goncalo; FULL; false
GI-101128; 1985-08-23; Michaeli; Georg; EMERITUS; true
GI-103892; 1990-06-03; Templeman; Gal; EMERITUS; false
GI-102479; 1988-09-28; Esteva; Yinlin; FULL; false
GI-104044; 1996-05-26; Schrift; Takushi; STUDENT; false
GI-101741; 1985-11-20; Porenta; Jacqueline; REDUCED; false
GI-109684; 1989-06-06; Maksimenko; Roselyn; REDUCED; true
GI-101341; 1985-12-21; Ebeling; Marko; FULL; true
GI-108809; 1986-11-26; McFarlin; Spyrose; REDUCED; false
GI-108969; 1993-11-25; Koprowski; Qunsheng; REDUCED; false
GI-104472; 1994-03-21; Rissanen; Koldo; REDUCED; false
GI-107203; 1988-12-10; Bahl; Charmane; STUDENT; true
GI-109214; 1987-02-03; Murillo; Leandro; FULL; false
GI-109104; 1990-08-09; Marsiglia; Val; REDUCED; true
GI-104846; 1993-03-21; Stamatiou; Magy; STUDENT; true
GI-102315; 1987-04-29; Greenaway; Wilmer; EMERITUS; true
GI-102076; 1988-07-27; Kamble; Mohan; FULL; true
GI-106908; 1985-12-04; Solares; Houman; REDUCED; true
GI-100791; 1988-03-01; Muhlberg; Ipke; REDUCED; false
GI-101285; 1993-05-15; Zaumen; Yechiam; EMERITUS; false
GI-109459; 1991-04-05; Koshiba; Hatim; EMERITUS; false
GI-107815; 1985-05-17; Demeyer; Abdulla; EMERITUS; false
GI-106811; 1985-08-23; Thiria; Huai; FULL; false
GI-103628; 1991-08-30; Adachi; Kazuhiro; EMERITUS; false
GI-109489; 1987-10-23; Sanella; Subir; FULL; true
GI-100827; 1992-10-25; Erol; Pramod; FULL; true
GI-104191; 1986-07-13; Serra; Ute; STUDENT; false
GI-102452; 1992-02-07; Marshall; Amabile; FULL; false
GI-108159; 1989-08-29; Cooke; Karlis; STUDENT; true
GI-106767; 1986-02-21; Gide; Oksana; EMERITUS; true
GI-109391; 1987-07-04; Osgood; Goh; EMERITUS; false
GI-108273; 1987-01-19; Melter; Demin; REDUCED; true
GI-108499; 1989-06-23; Oaver; Fatemeh; REDUCED; true
GI-106477; 1986-05-19; Kulisch; Mori; EMERITUS; false
GI-103742; 1986-12-21; Honglei; Pantung; FULL; true
GI-106687; 1996-12-24; Silva; Alassane; FULL; true
GI-108878; 1990-10-08; Esteva; Aran; STUDENT; false
GI-101598; 1986-04-15; Versino; Domenico; FULL; true
GI-105427; 1988-10-06; Pintelas; Yongmao; EMERITUS; true
GI-107561; 1993-06-16; Prampolini; Mariusz; EMERITUS; false
GI-109818; 1992-12-03; Denos; Yoshinari; EMERITUS; true
GI-105992; 1994-11-05; Monarch; Toshiko; STUDENT; true
GI-106028; 1993-05-07; Swan; Somnath; REDUCED; false
GI-100362; 1998-08-18; Shiratori; Kazuhito; EMERITUS; true
GI-102758; 1989-12-13; Hellwagner; Mabry; EMERITUS; true
GI-102139; 1996-03-10; Huttel; Leaf; FULL; true
GI-107057; 1990-07-09; Mellouli; Xuedong; EMERITUS; true
GI-104312; 1992-10-27; Valtorta; Berry; EMERITUS; true
GI-105092; 1991-06-22; Lakshmanan; Yuguang; FULL; false
GI-102409; 1990-02-21; Maksimenko; Georgi; FULL; false
GI-103658; 1988-09-02; Ranai; Shahid; EMERITUS; true
GI-103699; 1986-03-09; Beidas; Zhensheng; EMERITUS; true
GI-101800; 1988-01-17; Salvesen; Mona; FULL; false
GI-109758; 1988-01-11; Ananiadou; Aleksandar; EMERITUS; false
GI-108535; 1994-09-29; Servi; Kinh; FULL; true
GI-101375; 1992-11-11; Falby; Rafols; STUDENT; true
GI-109207; 1992-12-01; Setia; Kotesh; EMERITUS; true
GI-103171; 1988-09-05; Matheson; Chanjung; FULL; true
GI-102688; 1986-12-04; Yoshizawa; Mohit; STUDENT; false
GI-102281; 1988-07-23; Pietracaprina; Parto; STUDENT; true
GI-108820; 1986-03-11; Nishimukai; Percy; FULL; false
GI-108222; 1994-11-02; Boguraev; Sadok; FULL; false
GI-109656; 1986-03-14; Showalter; Sashi; EMERITUS; false
GI-108297; 1992-02-12; Kohling; Sasan; FULL; true
GI-103860; 1989-10-28; Staelin; Danai; EMERITUS; false
GI-108915; 1986-02-16; Ananiadou; Arco; EMERITUS; true
GI-101704; 1997-02-15; Peac; Bedir; EMERITUS; false
GI-104675; 1995-07-23; Bugrara; Feipei; STUDENT; false
GI-102332; 1989-08-26; Pretto; Pohua; EMERITUS; false
GI-105121; 1990-01-04; Chiola; Wuxu; EMERITUS; true
GI-101665; 1998-02-03; Butner; Xudong; STUDENT; false
GI-107587; 1985-09-26; Brendel; King; EMERITUS; true
GI-105585; 1986-08-02; Sooriamurthi; Pascal; EMERITUS; true
GI-106055; 1988-02-03; Mitzlaff; Teiji; REDUCED; true
GI-104773; 1985-09-01; Minakawa; Zita; FULL; true
GI-102961; 1989-05-01; Farris; Shaunak; EMERITUS; false
GI-104797; 1985-05-06; Juneja; Guoxiang; EMERITUS; true
GI-107273; 1986-01-13; Peak; Owen; EMERITUS; false
GI-106043; 1993-12-29; Perz; Kazuhide; FULL; false
GI-105292; 1991-06-10; Prenel; Srinidhi; STUDENT; false
GI-108393; 1988-08-07; Puppe; Ekawit; EMERITUS; true
GI-109387; 1989-03-15; Herber; Dmitri; FULL; true
GI-100078; 1990-08-23; Eickenmeyer; Kerhong; STUDENT; true
GI-109384; 1990-05-25; Ishibashi; Florian; STUDENT; false
GI-100777; 1989-08-03; Antonisse; Manibrata; FULL; true
GI-106807; 1996-08-28; Kusalik; Geoffry; EMERITUS; false
GI-100840; 1988-03-12; Ranta; Bodh; EMERITUS; false
GI-107433; 1988-05-01; Peot; Krassimir; STUDENT; true
GI-101198; 1994-10-09; Engberts; Tesuro; FULL; false
GI-105558; 1990-11-19; Varman; Patricio; FULL; false
GI-103641; 1990-04-15; Kroft; Yishai; FULL; true
GI-100674; 1986-09-05; Papsdorf; Jaana; EMERITUS; false
GI-107710; 1990-01-29; Norsworthy; Mabo; REDUCED; false
GI-107411; 1986-05-28; Baaz; Lihong; STUDENT; false
GI-108696; 1985-10-13; Jeong; Cordelia; FULL; true
GI-105716; 1991-03-14; Farris; Sadun; EMERITUS; true
GI-101543; 1985-06-06; Maliniak; Dannz; REDUCED; false
GI-107798; 1985-12-25; Bhattacharjee; Byong; EMERITUS; false
GI-108082; 1996-10-06; Braccini; Sudhanshu; EMERITUS; false
GI-101227; 1991-12-25; Velardi; Navid; EMERITUS; false
GI-107467; 1985-07-07; Grabner; Alair; FULL; true
GI-103279; 1985-12-14; Akaboshi; Moon; EMERITUS; false
GI-100877; 1989-02-22; Cherinka; Chuanti; FULL; true
GI-109707; 1988-06-07; Shanbhogue; Jiong; FULL; false
GI-100024; 1989-07-21; Cunliffe; Aloke; FULL; false
GI-108914; 1987-01-31; Bazelow; KayLiang; FULL; false
GI-101383; 1996-12-15; Ballarin; Heekeun; FULL; true
GI-106257; 1991-07-26; Ramamoorthy; Gretta; EMERITUS; true
GI-100898; 1997-02-17; Stroustrup; Yuuichi; EMERITUS; false
GI-102803; 1985-02-13; Roohalamini; Miyeon; STUDENT; false
GI-104131; 1987-10-06; Papadias; Boutros; EMERITUS; false
GI-106275; 1985-10-01; Nollmann; Josyula; FULL; false
GI-109697; 1986-10-24; Frolund; Gift; REDUCED; false
GI-103016; 1989-09-09; Chartres; Fumino; FULL; true
GI-107795; 1993-07-10; Narwekar; Sreekrishna; REDUCED; false
GI-108212; 1997-03-03; Koshino; Randy; STUDENT; false
GI-103067; 1990-03-06; Ertl; Mary; FULL; false
GI-108859; 1990-11-29; Matzke; Jenwei; STUDENT; false
GI-103028; 1987-04-19; Valtorta; Uno; FULL; true
GI-103127; 1989-03-21; Molenkamp; Janche; STUDENT; false
GI-103184; 1991-08-05; Camarinopoulos; Alair; EMERITUS; true
GI-101318; 1986-08-23; Pietracaprina; Weidon; FULL; false
GI-105027; 1989-11-04; Bain; Ranga; FULL; false
GI-109922; 1991-11-07; Poehlman; Shalesh; REDUCED; false
GI-104240; 1985-05-15; Fordan; Candida; FULL; true
GI-103995; 1988-11-07; Krzyzanowski; Limsoon; REDUCED; false
GI-107722; 1994-03-02; Rajcani; Heejo; REDUCED; true
GI-105825; 1987-12-23; Impagliazzo; Kien; STUDENT; false
GI-105880; 1986-03-12; Einsfeld; Jaroslava; FULL; false
GI-104605; 1990-05-02; Maksimenko; Fuqing; FULL; true
GI-103724; 1991-01-28; Zaiane; Sanjit; EMERITUS; false
GI-101557; 1986-05-18; Copas; Collette; FULL; false
GI-104611; 1991-03-23; Kamble; Almudena; FULL; false
GI-104920; 1989-08-13; Douceur; Marit; FULL; false
GI-101667; 1987-09-03; Zhiwei; Jouko; FULL; false
GI-104444; 1995-10-20; Isard; Marjo; FULL; true
GI-106707; 1986-06-18; Pargaonkar; Mohua; FULL; true
GI-102779; 1991-05-23; Katzenelson; Ekawit; FULL; true
GI-105591; 1987-08-30; Herath; Arno; EMERITUS; false
GI-109734; 1991-08-15; McConalogue; Kagan; FULL; true
GI-108505; 1986-03-13; Mitchem; Gully; EMERITUS; false
GI-107830; 1993-01-07; Crooks; Irena; REDUCED; true
GI-103174; 1994-08-10; Plessier; Sasan; EMERITUS; true
GI-105256; 1991-07-04; Bardell; Luigi; FULL; false
GI-104942; 1986-05-12; Roison; Yongmin; EMERITUS; true
GI-102347; 1994-11-17; Chepyzhov; Ebru; FULL; true
GI-102045; 1990-03-02; Stavenow; Hailing; STUDENT; false
GI-109714; 1994-04-15; Perin; Elzbieta; FULL; true
GI-102835; 1993-03-23; Kilgour; Jaihie; FULL; true
GI-103636; 1995-04-21; Marrevee; Khedija; STUDENT; true
GI-109012; 1988-03-05; Demos; Lijia; FULL; true
GI-106456; 1997-04-23; Kamble; Huai; EMERITUS; false
GI-107962; 1992-08-31; Schaad; Yefim; REDUCED; true
GI-102994; 1987-09-23; Schapiro; Yurij; STUDENT; true
GI-103072; 1986-02-26; Kobuchi; Uwe; REDUCED; false
GI-109858; 1987-09-29; Denis; Shawna; EMERITUS; false
GI-109370; 1986-05-04; Parhami; Sangeeta; FULL; false
GI-107972; 1988-01-05; Wixon; Marin; FULL; true
GI-101190; 1990-05-21; Janocha; Yishai; FULL; true
GI-106234; 1996-04-10; Rosin; Moon; EMERITUS; false
GI-100186; 1994-02-10; Bottner; Basant; REDUCED; false
GI-106781; 1989-03-27; Sambasivam; Shan; FULL; false
GI-109708; 1986-09-06; Schaaf; Marlo; FULL; false
GI-109210; 1986-03-15; Renear; Guenter; REDUCED; false
GI-102152; 1987-10-13; DuBourdieux; Christ; STUDENT; true
GI-108669; 1994-06-19; Vidya; Mariangiola; FULL; false
GI-105688; 1986-07-02; Backhouse; Pintsang; REDUCED; false
GI-102533; 1991-12-25; Thambidurai; Tse; REDUCED; false
GI-107111; 1994-11-08; Ullian; Bernardo; STUDENT; true
GI-104654; 1990-09-08; Kropf; Paddy; EMERITUS; false
GI-103049; 1985-07-26; Leivant; Jianhua; STUDENT; false
