key;joiningdate;surename;forename;group
GI-112530; 1990-01-29; Dahlbom; Isamu; FULL; false
GI-115234; 1989-06-16; Lalonde; Yuichiro; STUDENT; true
GI-118635; 1987-11-28; Sluis; Sachio; EMERITUS; false
GI-101982; 1986-05-07; Veldwijk; Yechiam; FULL; true
GI-139859; 1987-08-04; Kopetz; Fumitaka; FULL; true
GI-124389; 1989-01-07; Rijckaert; Aamod; EMERITUS; false
GI-110075; 1986-05-16; Pusterhofer; Elrique; FULL; true
GI-102005; 1987-07-06; Chinin; Jouko; REDUCED; true
GI-136742; 1988-04-24; Kumaresan; Lobel; FULL; true
GI-117465; 1991-03-26; Baar; Florian; REDUCED; true
GI-127319; 1988-03-08; Rodiger; Constantino; EMERITUS; true
GI-103034; 1992-11-08; Anick; Zhiwei; REDUCED; true
GI-105026; 1991-04-04; Jonsson; Houman; EMERITUS; true
GI-139379; 1989-04-27; Merkl; Akeel; EMERITUS; true
GI-124450; 1994-04-22; Swick; Dharmaraja; EMERITUS; false
GI-117911; 1990-05-21; Janocha; Yishai; FULL; true
GI-121615; 1985-05-22; Lamba; Kshitij; FULL; false
GI-124830; 1990-04-20; Slobodova; Keung; STUDENT; true
GI-102402; 1986-04-20; Lorho; Percy; EMERITUS; false
GI-112375; 1990-08-24; Holburn; Guther; FULL; false
GI-101033; 1991-03-23; Unni; Constantine; FULL; false
GI-121887; 1985-11-06; Lieblein; Baocai; REDUCED; false
GI-111545; 1986-08-24; Demri; Gou; FULL; true
GI-110523; 1994-05-10; Ponthieu; Shem; FULL; true
GI-105847; 1988-10-02; Stanger; Duri; EMERITUS; true
GI-106647; 1989-12-01; Otillio; Waiman; STUDENT; true
GI-127857; 1989-07-21; Cunliffe; Aloke; FULL; false
GI-133313; 1989-09-15; Berztiss; Honesty; EMERITUS; true
GI-118852; 1998-07-10; Neimat; Valdiodio; STUDENT; true
GI-106312; 1990-05-10; Bresenham; Jacopo; STUDENT; true
GI-136973; 1986-04-29; Krzyzanowski; Leucio; EMERITUS; true
GI-107187; 1995-09-06; Theuretzbacher; Angel; REDUCED; true
GI-128355; 1987-11-22; Itschner; Fumino; STUDENT; false
GI-117787; 1986-12-21; Honglei; Pantung; FULL; true
GI-127989; 1991-03-15; Rajaraman; Aksel; FULL; false
GI-122504; 1985-09-03; Hammerschmidt; Falguni; EMERITUS; true
GI-128177; 1992-06-25; Renear; Hairong; REDUCED; false
GI-115304; 1993-02-11; Hedayat; Yongmin; EMERITUS; true
GI-114856; 1992-03-13; Cromarty; Yuping; FULL; false
GI-129883; 1987-06-07; Lortz; Yucel; REDUCED; false
GI-115022; 1992-08-11; Schnelling; Magy; REDUCED; false
GI-113259; 1989-01-24; Ashish; Krister; FULL; true
GI-113269; 1992-11-09; Steinauer; Mohua; FULL; true
GI-106206; 1987-05-01; Glinert; Laurentiu; FULL; true
GI-102390; 1991-08-12; Vidya; Supot; STUDENT; false
GI-111536; 1999-02-05; Basawa; Paloma; FULL; true
GI-110838; 1996-08-03; Brookman; Dhritiman; FULL; false
GI-120053; 1987-11-26; Sommen; Kiyokazu; FULL; true
GI-100723; 1986-12-09; Barriga; Temple; REDUCED; false
GI-114277; 1991-12-13; Yoshimura; Saniya; FULL; false
GI-101927; 1990-11-27; Meriste; Patricio; EMERITUS; true
GI-130815; 1987-12-06; Riexinger; Cheong; EMERITUS; false
GI-106878; 1985-10-23; Joslin; Magy; EMERITUS; true
GI-128511; 1990-04-10; Lichtner; Itzchak; REDUCED; false
GI-116534; 1985-11-14; Silva; Haldun; REDUCED; false
GI-105772; 1989-03-12; Munch; Ipke; REDUCED; true
GI-120674; 1986-04-16; Zeleznik; Shuho; FULL; false
GI-129457; 1988-06-02; Zhiwei; Mabo; STUDENT; true
GI-137419; 1990-03-25; Negoita; Masaki; FULL; true
GI-123570; 1986-05-24; Bratsberg; Zorica; REDUCED; false
GI-127799; 1990-07-09; Mellouli; Xuedong; EMERITUS; true
GI-132790; 1989-08-22; Hammerschmidt; Alselm; FULL; false
GI-117599; 1996-05-14; Chachaty; Muneo; FULL; true
GI-115474; 1986-01-20; Orlowski; Oguz; FULL; false
GI-106669; 1989-12-15; Gyimothy; King; FULL; true
GI-122766; 1985-02-25; Baumann; Yechezkel; FULL; true
GI-115379; 1989-05-03; Lukaszewicz; Naftali; EMERITUS; false
GI-110946; 1986-12-02; Taneja; Gift; STUDENT; true
GI-121584; 1989-07-28; Kuzuoka; Xianlong; FULL; false
GI-130381; 1991-06-21; DuBourdieux; Arvind; FULL; true
GI-109340; 1985-09-29; Luft; Boriana; REDUCED; true
GI-103042; 1998-07-24; Angelopoulos; Shigenori; EMERITUS; true
GI-130116; 1993-02-13; Chaudhuri; Chaosheng; STUDENT; true
GI-115059; 1995-10-24; Lortz; Kiyomitsu; REDUCED; false
GI-126357; 1987-05-26; Eppinger; Hitomi; FULL; true
GI-121399; 1992-12-13; Frezza; Akeel; FULL; false
GI-113196; 1989-06-07; Rodier; Mack; FULL; false
GI-136049; 1986-07-28; Perin; Tamiya; STUDENT; false
GI-124279; 1985-11-26; Khalid; Masali; REDUCED; false
GI-111349; 1987-01-09; Roohalamini; Maya; EMERITUS; false
GI-102228; 1997-10-04; Hoppenstand; Anwar; EMERITUS; false
GI-118748; 1991-03-09; Zizka; Masaki; STUDENT; false
GI-129458; 1989-09-16; Bauknecht; Gretta; FULL; false
GI-107640; 1990-06-26; Papsdorf; Licheng; EMERITUS; true
GI-128554; 1991-07-28; Ohori; Yucel; REDUCED; false
GI-107128; 1989-08-16; Fairtlough; Vincent; FULL; false
GI-132712; 1991-10-13; Ranon; Luise; EMERITUS; false
GI-118726; 1993-07-22; Thombley; Supot; EMERITUS; true
GI-126581; 1988-03-28; Quittner; Adas; EMERITUS; false
GI-123659; 1986-04-25; Roisin; Breannda; FULL; false
GI-125527; 1985-05-25; Luks; Zijian; FULL; false
GI-136649; 1992-02-28; Brizzi; Tooru; EMERITUS; true
GI-108362; 1987-08-25; Hopewell; Arnd; FULL; true
GI-131323; 1998-11-14; Peot; Zijian; EMERITUS; true
GI-114018; 1995-10-22; Monarch; Huan; FULL; true
GI-112358; 1988-12-25; Luks; JiYoung; FULL; false
GI-128606; 1988-06-07; Cronan; Khatoun; EMERITUS; true
GI-138639; 1993-08-20; Engberts; Falguni; REDUCED; true
GI-112262; 1989-07-30; Ratnaker; Adel; EMERITUS; false
GI-107756; 1988-09-28; Esteva; Yinlin; FULL; false
GI-113335; 1993-05-07; Eickenmeyer; Kwangsub; FULL; true
GI-112521; 1987-06-05; Lubachevsky; Conrado; FULL; true
GI-121210; 1989-07-23; Chiodo; Xuedong; STUDENT; true
GI-131314; 1989-06-10; Crelier; Heather; FULL; false
GI-134074; 1988-12-24; Anily; Carrsten; REDUCED; true
GI-110481; 1988-08-29; Rodier; Guoxiang; EMERITUS; true
GI-136478; 1987-10-08; Highland; Garnet; FULL; true
GI-110819; 1991-11-24; Foong; Kersti; EMERITUS; true
GI-126803; 1985-09-29; Zhiwei; Anyuan; EMERITUS; false
GI-110708; 1994-07-12; Piazza; Bangqing; FULL; true
GI-132975; 1991-03-24; Moehrke; Ger; FULL; false
GI-122565; 1988-07-18; Anido; Eric; REDUCED; false
GI-133830; 1996-10-26; Camarinopoulos; JiYoung; STUDENT; false
GI-119853; 1986-06-07; Ponthieu; Mrinalini; FULL; true
GI-111471; 1993-05-09; Munawer; Masaki; FULL; false
GI-100687; 1987-05-09; Gargeya; Danil; FULL; false
GI-121677; 1985-12-11; Schahn; Yonghong; FULL; true
GI-128926; 1985-06-16; Navazio; Keiichiro; STUDENT; false
GI-136972; 1991-03-22; Schusler; Seshu; EMERITUS; false
GI-111036; 1990-02-10; Marsiglia; Willard; STUDENT; false
GI-109003; 1993-02-14; Scallan; Parke; FULL; false
GI-101665; 1989-01-14; Alpin; Gao; EMERITUS; false
GI-127736; 1995-05-12; Apsitis; Gift; REDUCED; false
GI-134976; 1993-05-06; Hedayat; Menkae; FULL; false
GI-119622; 1989-10-06; Shimshoni; Bangqing; FULL; false
GI-123674; 1991-12-22; Kushnir; Billie; FULL; false
GI-112621; 1987-06-02; Bisiani; Moon; EMERITUS; true
GI-124701; 1989-06-23; Siscoll; Yurii; REDUCED; false
GI-109039; 1987-02-17; Baranowski; Kokou; STUDENT; true
GI-136761; 1991-08-14; Harllee; Domenico; EMERITUS; true
GI-130265; 1988-05-27; Debuse; Aamod; REDUCED; false
GI-111526; 1992-12-11; Marchesini; Fumiyo; STUDENT; false
GI-111846; 1989-03-31; Nyanchama; Zvonko; EMERITUS; true
GI-102249; 1997-07-11; Chiola; Tzu; FULL; false
GI-108023; 1985-07-05; Thebaut; Fai; EMERITUS; true
GI-115266; 1990-12-27; Yeung; Fayez; STUDENT; true
GI-120010; 1996-02-08; Gammage; Nikolaus; REDUCED; false
GI-117551; 1986-07-25; Smailagic; Mamdouh; REDUCED; false
GI-118175; 1996-06-15; Peternell; Stabislas; REDUCED; false
GI-137720; 1989-08-03; Toyoshima; Kokou; FULL; false
GI-107407; 1991-04-22; Senzako; Moni; FULL; false
GI-139137; 1991-02-21; Erman; Stepehn; EMERITUS; true
GI-116084; 1993-11-30; Lorho; Eirik; FULL; true
GI-106495; 1992-01-21; Kaminger; Malu; STUDENT; true
GI-121341; 1997-02-07; Joslin; Kankanahalli; FULL; false
GI-107449; 1992-06-28; Kandlur; Marlo; REDUCED; true
GI-123603; 1987-04-23; Kushner; Kazuyasu; EMERITUS; true
GI-136825; 1994-01-02; Harllee; Izaskun; REDUCED; true
GI-139102; 1986-04-11; Lanphier; Aamod; FULL; false
GI-111862; 1992-07-17; Bergere; Kersti; EMERITUS; false
GI-106720; 1987-08-31; Swick; Kiyotoshi; FULL; true
GI-104849; 1987-10-04; Reghbati; Mona; STUDENT; false
GI-104732; 1985-08-27; Gammage; Berna; REDUCED; true
GI-135579; 1987-01-03; Trelles; Dzung; FULL; true
GI-129219; 1985-08-26; Penttonen; Masamitsu; FULL; true
GI-101574; 1992-03-14; Maraist; Mana; EMERITUS; false
GI-125074; 1987-09-21; Haraldson; Hironobu; FULL; false
GI-103569; 1992-02-07; Tsukuda; Rosella; STUDENT; true
GI-139363; 1991-09-28; Schaft; Oddvar; EMERITUS; false
GI-131502; 1991-06-08; Papsdorf; Diederik; FULL; true
GI-135203; 1991-05-28; Butner; Pradeep; REDUCED; true
GI-122764; 1985-11-01; Fendler; Boutros; FULL; true
GI-108969; 1992-11-10; Etalle; Bingning; EMERITUS; false
GI-109636; 1994-06-15; Molberg; Hercules; FULL; true
GI-115541; 1995-09-28; Bahk; Tesuro; EMERITUS; false
GI-108933; 1989-10-05; Ambroszkiewicz; Valery; EMERITUS; false
GI-137976; 1996-04-21; Erez; Danae; EMERITUS; false
GI-118870; 1991-10-05; Takkinen; Rance; EMERITUS; false
GI-105019; 1989-11-12; Alpin; Mori; FULL; true
GI-133102; 1994-05-07; Dayang; Kristin; FULL; true
GI-129081; 1986-07-25; Koshiba; Gad; STUDENT; false
GI-106210; 1987-08-25; Landherr; Kwun; STUDENT; false
GI-133516; 1992-06-07; Montemayor; Yinlin; FULL; false
GI-122388; 1987-04-28; Denis; Perla; EMERITUS; false
GI-114598; 1989-03-24; Keustermans; Uli; STUDENT; true
GI-109543; 1988-04-30; Stellhorn; Steen; FULL; true
GI-131673; 1985-09-30; Waterhouse; Pranjal; EMERITUS; true
GI-113324; 1987-08-28; Schwartzburd; Roddy; REDUCED; true
GI-108156; 1995-09-15; Birke; Shir; EMERITUS; false
GI-121425; 1993-05-16; Egerstedt; Lillian; EMERITUS; false
GI-131537; 1997-07-14; Godskesen; Giap; EMERITUS; true
GI-138080; 1986-04-25; Molenkamp; Arie; REDUCED; true
GI-107207; 1991-08-12; Vural; Shir; STUDENT; true
GI-139073; 1985-12-02; Simmen; Fan; STUDENT; false
GI-135360; 1990-08-08; Preusig; Xiaoqiu; FULL; false
GI-131347; 1988-04-19; Puppo; Xiaoqiang; FULL; true
GI-111948; 1986-09-30; Kleiser; Michaela; STUDENT; true
GI-106448; 1994-09-22; McConalogue; Sibyl; EMERITUS; true
GI-103126; 1989-04-03; Aseltine; Fay; STUDENT; false
GI-101903; 1989-06-25; Fioravanti; Barna; FULL; true
GI-124520; 1985-04-06; Redmiles; Berni; REDUCED; true
GI-138341; 1992-09-10; Fontet; Lillian; FULL; true
GI-134484; 1991-11-04; Jayawardene; Fayez; FULL; true
GI-138398; 1988-11-29; Birsak; Chuanyi; STUDENT; true
GI-110021; 1989-03-02; Bolotov; Brigham; FULL; true
GI-113282; 1990-03-26; Mandell; Claude; REDUCED; false
GI-128866; 1986-04-01; Yetto; Tokuyasu; REDUCED; true
GI-103018; 1988-11-07; Angiulli; Xuedong; FULL; true
GI-128421; 1991-07-01; Ossenbruggen; Weiye; FULL; true
GI-104444; 1993-06-05; Douceur; Uriel; EMERITUS; true
GI-126229; 1998-09-13; Ducloy; Shuichi; REDUCED; false
GI-109736; 1992-08-10; Mahnke; Takahiro; EMERITUS; false
GI-111154; 1991-11-29; Zaccaria; Basant; FULL; true
GI-127476; 1987-06-06; Azumi; Florina; EMERITUS; true
GI-102637; 1985-09-03; Mitsuhashi; Leszek; REDUCED; true
GI-104893; 1988-04-05; Waymire; Yongmao; FULL; false
GI-133846; 1996-01-25; Barvinok; Tetsushi; FULL; false
GI-136663; 1996-11-18; Wolfenb�ttel; Hauke; FULL; false
GI-125673; 1987-01-21; Miyakawa; George; REDUCED; true
GI-108902; 1989-03-27; Ramsay; Chan Sasekaran; REDUCED; true
GI-131291; 1993-07-23; Peck; Heon; FULL; false
GI-136473; 1988-06-21; Rabejac; Koldo; REDUCED; false
GI-133751; 1985-07-19; Ossenbruggen; Aris; EMERITUS; false
GI-131961; 1991-07-09; Narahara; Ronghao; FULL; false
GI-126370; 1987-05-05; Alblas; Sadegh; EMERITUS; false
GI-120297; 1993-12-11; Feinberg; Gad; FULL; false
GI-135055; 1988-02-15; Hebert; Yannis; REDUCED; false
GI-113126; 1989-04-03; Aseltine; Fay; STUDENT; false
GI-106254; 1988-06-07; Ramaiah; Hilary; EMERITUS; false
GI-115179; 1987-10-05; Halevi; Xiaocheng; REDUCED; false
GI-111702; 1990-02-13; Simmen; Honglan; STUDENT; false
GI-122707; 1988-10-14; Greibach; Irene; FULL; false
GI-117649; 1998-04-24; Gulla; Kenroku; STUDENT; true
GI-123309; 1988-12-16; Masada; Tadahiro; EMERITUS; false
GI-128240; 1991-05-04; Murtafg; Barry; FULL; true
GI-101564; 1987-01-28; Einsfeld; Reinhard; REDUCED; false
GI-124420; 1994-04-25; Linares; Minghong; FULL; true
GI-114355; 1985-05-03; Matzen; Elvia; EMERITUS; true
GI-118598; 1989-11-11; Covnot; Basil; EMERITUS; true
GI-105830; 1992-04-10; Eugenio; Cullen; REDUCED; true
GI-118277; 1992-08-25; Cannata; Sakthirel; EMERITUS; true
GI-126963; 1987-09-11; Trumbly; Maria; REDUCED; true
GI-120469; 1990-08-26; Trumbly; Remmert; FULL; true
GI-107536; 1988-08-05; Bach; Sachin; FULL; true
GI-106692; 1994-06-24; Picht; Seshu; FULL; false
GI-100701; 1992-05-16; Brizzi; Kwangho; REDUCED; true
GI-111005; 1987-05-09; Condotta; Sanjoy; REDUCED; true
GI-125605; 1989-11-24; Shanbhogue; Shigeaki; FULL; true
GI-125151; 1985-06-12; Bellmore; Kasturi; REDUCED; false
GI-101366; 1986-06-23; Alencar; Shimshon; EMERITUS; false
GI-126932; 1996-07-28; Bresenham; Ronnie; STUDENT; true
GI-111001; 1990-07-08; Lunt; Yuchang; REDUCED; false
GI-115785; 1994-07-21; Kakkar; Shimshon; FULL; true
GI-128851; 1988-04-22; Huttel; Mitsuyuki; EMERITUS; false
GI-133172; 1997-06-26; Birdsall; Sumant; REDUCED; false
GI-119172; 1987-03-22; Kalloufi; Tomoyuki; REDUCED; false
GI-133772; 1985-10-31; Lupu; Tamiya; FULL; true
GI-137577; 1985-04-09; Kowalchuk; Moon; STUDENT; true
GI-139765; 1991-07-19; Danecki; Denny; EMERITUS; false
GI-120893; 1988-01-25; Gerteisen; Mohit; FULL; false
GI-110223; 1990-03-10; Velasco; Sandeepan; FULL; false
GI-111970; 1987-08-30; Junet; Keung; EMERITUS; false
GI-116057; 1997-04-01; Undy; Lucian; REDUCED; true
GI-132148; 1986-09-09; Rosca; Murthy; EMERITUS; true
GI-139486; 1994-08-27; Ozery; Jianhui; STUDENT; true
GI-108468; 1992-09-12; Luders; Tamiya; FULL; true
GI-132971; 1989-03-23; Undy; Munenori; EMERITUS; false
GI-138937; 1992-07-19; Matzel; Djelloul; REDUCED; false
GI-138771; 1993-07-16; Spelt; Bader; REDUCED; true
GI-114109; 1992-11-26; Moehrke; Marcela; REDUCED; true
GI-117138; 1988-11-26; Demeyer; Tiina; FULL; false
GI-128178; 1985-05-06; Pagter; Shaz; FULL; false
GI-119067; 1992-12-04; Birdsall; Aris; STUDENT; false
GI-119329; 1995-10-10; Azumi; Douadi; REDUCED; true
GI-132300; 1994-10-13; Hartvigsen; Georgi; FULL; false
GI-101017; 1986-01-09; Spinelli; Christophe; EMERITUS; false
GI-107168; 1985-12-27; Rahier; Wonhee; EMERITUS; true
GI-105536; 1988-01-18; Malinowski; Etsuo; FULL; false
GI-120458; 1993-11-20; Luck; Holgard; FULL; false
GI-104401; 1988-05-11; Nanard; Ferdinand; EMERITUS; false
GI-135742; 1990-04-04; Wegerle; Mana; FULL; false
GI-122390; 1991-08-12; Vidya; Supot; STUDENT; false
GI-104213; 1988-07-15; Cooley; Owen; REDUCED; true
GI-114976; 1993-05-06; Hedayat; Menkae; FULL; false
GI-112646; 1989-06-06; Chenoweth; Mandell; REDUCED; true
GI-135459; 1986-12-12; Zallocco; Shugo; EMERITUS; false
GI-136683; 1985-10-25; Validov; Candida; STUDENT; false
GI-136253; 1991-01-01; Azumi; Felicidad; REDUCED; false
GI-108871; 1999-04-01; Lortz; Seongbin; EMERITUS; true
GI-118698; 1986-06-11; Denos; Chenxi; FULL; false
GI-111109; 1997-11-28; Rando; Kinh; EMERITUS; false
GI-129660; 1989-03-14; Narahari; Uta; REDUCED; false
GI-108309; 1989-10-13; Mahnke; Nalini; FULL; false
GI-114764; 1989-11-23; Bednarek; Anneli; FULL; true
GI-107623; 1991-02-03; Schwartzbauer; Val; EMERITUS; true
GI-103378; 1985-02-21; Stroustrup; Shalesh; STUDENT; false
GI-131018; 1990-04-26; Hartvigsen; Bedir; REDUCED; false
GI-129966; 1995-01-25; Munawer; Kish; FULL; true
GI-138759; 1996-08-07; Nannarelli; Kiam; EMERITUS; true
GI-132576; 1986-06-12; Munoz; Yongmin; REDUCED; true
GI-108627; 1991-07-02; Veevers; Isaac; EMERITUS; true
GI-123418; 1987-11-09; Bernini; Fay; FULL; false
GI-127648; 1990-09-16; Cusworth; Radhia; EMERITUS; true
GI-127287; 1988-03-09; Pashtan; Steve; EMERITUS; false
GI-134985; 1986-12-19; Aumann; Shugo; FULL; true
GI-123498; 1987-09-21; Oxman; Zijian; FULL; true
GI-100629; 1985-02-26; Demke; Jaques; REDUCED; false
GI-122004; 1985-11-19; Pramanik; Uta; FULL; false
GI-129184; 1988-06-06; Streng; Taizo; FULL; false
GI-115650; 1992-09-04; Perez; Basil; STUDENT; true
GI-107548; 1988-01-27; Sundgren; Anoosh; EMERITUS; false
GI-123014; 1989-01-09; Carrere; Filipp; EMERITUS; true
GI-101294; 1997-02-17; Thummel; Abdelwaheb; FULL; false
GI-134644; 1995-06-07; Fendler; Giao; EMERITUS; false
GI-133041; 1986-07-31; Lammel; Miyeon; REDUCED; false
GI-130678; 1987-08-23; Kuzuoka; Nobuyoshi; REDUCED; true
GI-127819; 1997-02-15; Peac; Bedir; EMERITUS; false
GI-117655; 1991-04-20; Goldhammer; Barton; EMERITUS; false
GI-115906; 1985-11-21; Lovengreen; Adamantios; FULL; true
GI-109478; 1988-08-25; Slaats; Sorina; STUDENT; true
GI-101080; 1990-07-02; Guting; Kiyomitsu; EMERITUS; true
GI-112960; 1992-04-20; Glinert; Yolla; FULL; true
GI-125232; 1992-11-29; Jakobus; Arumugam; FULL; false
GI-133692; 1985-03-11; Harbusch; Martijn; EMERITUS; false
GI-117495; 1994-05-19; DasSarma; Aram; FULL; true
GI-121723; 1988-05-03; Aloia; Arumugam; FULL; false
GI-138685; 1991-08-10; Kitsuregawa; George; REDUCED; false
GI-122945; 1986-09-23; Grospietsch; Sumali; FULL; true
GI-115482; 1989-08-25; Hennings; Sadun; FULL; true
GI-136465; 1987-10-26; Showalter; Kenroku; STUDENT; false
GI-111721; 1993-06-03; Hainaut; Angus; EMERITUS; false
GI-111920; 1989-06-20; Mondadori; Yefim; FULL; true
GI-102587; 1990-07-16; Kampfer; Maik; FULL; false
GI-126294; 1991-07-26; Carrere; Chirstian; FULL; false
GI-132793; 1993-06-13; Oberman; Shakhar; FULL; false
GI-121274; 1985-03-30; Cappelletti; Gunilla; STUDENT; true
GI-139813; 1989-09-29; Bahr; Gino; FULL; false
GI-116853; 1991-03-26; Gips; Ewing; FULL; false
GI-132825; 1986-07-27; Douceur; Byong; FULL; false
GI-137790; 1986-04-15; Versino; Domenico; FULL; true
GI-102207; 1991-10-06; Docker; Reinhold; FULL; true
GI-110815; 1987-12-06; Riexinger; Cheong; EMERITUS; false
GI-126468; 1993-01-01; Codenie; Ranan; REDUCED; true
GI-119712; 1987-03-29; Ranst; Taegyun; FULL; false
GI-127148; 1988-12-17; Haumacher; Akeel; REDUCED; true
GI-119182; 1992-04-17; Gihr; Mototsugu; EMERITUS; true
GI-135314; 1989-08-15; Muhlberg; Shai; STUDENT; false
GI-100294; 1985-06-18; Levasseur; Gladys; STUDENT; true
GI-107369; 1986-04-23; Delgrange; Chenxi; REDUCED; false
GI-133360; 1990-12-29; Slobodova; Abdelaziz; STUDENT; false
GI-129728; 1995-10-30; Botman; Duangkaew; REDUCED; false
GI-103336; 1986-01-30; Francisci; Lalit; REDUCED; true
GI-133466; 1985-05-21; Baez; Claudi; FULL; true
GI-113197; 1991-11-04; Scharstein; Raimond; EMERITUS; true
GI-119609; 1987-08-11; Zeidenstein; Stein; FULL; true
GI-118964; 1987-04-13; McFarlin; Berhard; EMERITUS; true
GI-104297; 1991-08-10; Monarch; Mads; REDUCED; true
GI-130973; 1996-04-07; Rathonyi; Maik; EMERITUS; false
GI-118457; 1987-10-08; Bugrara; Patricio; REDUCED; false
GI-114064; 1992-03-13; Facello; Kasturi; FULL; true
GI-120857; 1989-09-29; Speer; Jahangir; FULL; true
GI-113613; 1985-05-04; Conti; Minghong; STUDENT; true
GI-134470; 1994-02-10; Budinsky; Fun; REDUCED; false
GI-125830; 1992-04-10; Eugenio; Cullen; REDUCED; true
GI-120511; 1994-08-31; Levergood; Subbu; STUDENT; false
GI-135496; 1995-07-16; Antonakopoulos; Shigeichiro; FULL; true
GI-105555; 1991-03-12; Rosch; Zita; EMERITUS; false
GI-116766; 1985-07-07; Meriste; Szabolcs; FULL; true
GI-127655; 1991-04-20; Goldhammer; Barton; EMERITUS; false
GI-101950; 1988-07-21; Rullman; Adib; FULL; false
GI-104837; 1985-04-21; Atchley; Georgi; FULL; false
GI-129482; 1988-06-13; Keustermans; Shrikanth; REDUCED; false
GI-117165; 1986-10-11; Hedayat; Jaana; FULL; true
GI-113036; 1986-04-14; Spell; Tetsurou; REDUCED; true
GI-100987; 1990-04-23; Vandervoorde; Masasuke; EMERITUS; true
GI-137824; 1985-09-26; Brendel; King; EMERITUS; true
GI-109748; 1986-12-16; Atchley; Shigeu; FULL; true
GI-122325; 1994-06-20; Thibadeau; Chuanti; FULL; true
GI-130893; 1988-01-25; Gerteisen; Mohit; FULL; false
GI-114074; 1988-12-24; Anily; Carrsten; REDUCED; true
GI-137252; 1994-11-17; Grin; Magdalena; EMERITUS; false
GI-136462; 1995-09-09; Makrucki; Georgy; REDUCED; true
GI-131891; 1992-09-22; Bierbaum; Szabolcs; FULL; false
GI-132949; 1988-02-28; Otillio; Emdad; EMERITUS; false
GI-112492; 1985-12-14; Mamelak; Moie; EMERITUS; false
GI-138606; 1988-06-07; Cronan; Khatoun; EMERITUS; true
GI-133308; 1986-08-28; Bamford; Parto; EMERITUS; true
GI-102180; 1991-03-28; Bergere; Martina; EMERITUS; true
GI-126546; 1988-05-01; Mitzlaff; Hugo; STUDENT; false
GI-122161; 1987-11-17; Schapiro; Jouko; FULL; true
GI-109431; 1986-03-08; Mayerwieser; Shih; REDUCED; false
GI-120551; 1989-04-10; Morton; Paul; REDUCED; true
GI-103472; 1988-05-28; Radwan; Emdad; STUDENT; false
GI-138046; 1994-10-19; Conta; Pramod; REDUCED; false
GI-136312; 1990-05-10; Bresenham; Jacopo; STUDENT; true
GI-138055; 1994-02-12; DuCasse; Jaana; FULL; false
GI-139195; 1985-02-04; Huttel; Leon; FULL; false
GI-108161; 1986-03-08; Stentiford; Becky; REDUCED; true
GI-100734; 1999-04-01; Pauthner; Candido; REDUCED; true
GI-122344; 1997-05-24; Sinicrope; Arunas; EMERITUS; true
GI-137179; 1996-07-13; Schicker; Heekeun; REDUCED; true
GI-119719; 1993-12-15; Rattan; Pranay; FULL; false
GI-121511; 1995-10-13; Matzen; Shigeu; FULL; true
GI-109267; 1988-05-23; Benzaken; Gretta; FULL; true
GI-138912; 1989-09-13; Sridhar; Zhenhua; FULL; true
GI-134325; 1995-10-10; Merro; Hideyuki; STUDENT; false
GI-121283; 1989-09-03; Fiutem; Zijian; REDUCED; true
GI-121499; 1999-01-04; Marzano; Shawna; EMERITUS; false
GI-137425; 1993-02-10; Muhlberg; Manibrata; STUDENT; true
GI-110742; 1987-09-01; Ravishankar; Shir; STUDENT; true
GI-128386; 1986-04-17; Leijenhorst; Anneli; FULL; true
GI-111338; 1987-09-28; Majewski; Gaurav; EMERITUS; true
GI-116220; 1990-11-11; Hofstetter; Kiyokazu; EMERITUS; true
